Usuario,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10
Usuario31347,5,2,4,3,2,5,1,2,4,1
Usuario31348,4,4,3,2,4,2,4,4,3,1
Usuario31349,5,1,1,4,5,4,5,2,5,5
Usuario31350,5,5,5,5,4,1,4,4,2,3
Usuario31351,1,2,3,2,2,4,2,1,2,3
Usuario31352,3,4,5,4,3,5,4,4,2,3
Usuario31353,5,5,4,4,2,1,1,4,2,4
Usuario31354,3,1,1,2,1,1,3,2,1,5
Usuario31355,2,4,1,1,2,3,3,4,2,4
Usuario31356,4,2,5,2,2,2,1,5,4,3
Usuario31357,5,1,1,4,1,5,4,3,3,2
Usuario31358,5,5,1,5,4,2,1,3,5,4
Usuario31359,3,5,4,4,3,5,5,2,2,5
Usuario31360,5,5,4,2,4,5,4,2,1,1
Usuario31361,5,5,1,1,5,1,4,4,4,5
Usuario31362,1,1,2,3,2,5,4,1,5,1
Usuario31363,4,5,5,5,3,1,4,2,5,3
Usuario31364,1,2,5,5,1,4,1,3,1,1
Usuario31365,1,4,3,4,5,2,2,3,2,4
Usuario31366,5,1,5,1,3,5,1,3,5,5
Usuario31367,4,1,4,3,1,2,5,5,2,2
Usuario31368,1,5,2,1,5,5,3,2,2,5
Usuario31369,1,3,2,4,2,3,1,5,5,5
Usuario31370,5,5,2,4,5,5,2,5,2,1
Usuario31371,4,4,4,5,1,1,5,4,4,4
Usuario31372,4,5,3,3,2,5,1,5,4,2
Usuario31373,3,4,4,1,5,5,5,2,3,2
Usuario31374,3,5,2,1,5,3,1,1,2,4
Usuario31375,3,2,3,2,3,3,4,3,1,3
Usuario31376,1,3,4,2,5,3,1,5,4,3
Usuario31377,2,5,3,1,5,3,4,1,4,3
Usuario31378,2,5,2,3,5,4,4,3,5,4
Usuario31379,5,5,5,3,4,5,1,3,3,2
Usuario31380,4,4,3,1,4,4,1,1,3,5
Usuario31381,3,5,5,1,2,4,1,5,5,4
Usuario31382,5,5,5,5,1,4,3,2,4,3
Usuario31383,3,5,5,1,3,2,2,2,2,3
Usuario31384,3,5,4,3,5,5,3,2,4,4
Usuario31385,1,1,4,3,4,4,4,1,4,4
Usuario31386,3,3,5,2,5,1,2,2,2,3
Usuario31387,2,2,1,3,2,5,5,2,3,3
Usuario31388,1,4,5,2,4,4,4,4,5,1
Usuario31389,4,1,3,5,2,1,2,5,4,5
Usuario31390,5,5,2,5,3,4,5,3,2,2
Usuario31391,5,5,1,5,1,2,3,1,3,3
Usuario31392,4,5,5,3,2,3,2,1,4,2
Usuario31393,3,4,3,3,2,3,1,3,2,3
Usuario31394,2,2,2,5,2,1,5,5,5,5
Usuario31395,3,3,4,2,4,3,2,1,4,2
Usuario31396,3,1,3,1,3,4,2,2,5,5
Usuario31397,4,3,4,5,2,1,4,2,4,4
Usuario31398,4,5,3,4,2,1,3,2,1,1
Usuario31399,1,5,1,3,4,3,3,1,2,1
Usuario31400,5,2,1,2,4,2,5,2,1,2
Usuario31401,4,1,2,4,5,1,3,3,1,1
Usuario31402,2,5,5,2,3,5,5,1,2,2
Usuario31403,3,1,3,3,1,4,4,5,5,3
Usuario31404,2,4,2,3,3,1,5,5,1,1
Usuario31405,3,5,5,1,4,5,2,2,5,4
Usuario31406,4,2,3,3,3,5,1,3,4,3
Usuario31407,3,4,4,3,1,1,5,2,4,3
Usuario31408,3,1,4,5,1,5,5,2,2,1
Usuario31409,3,5,1,2,1,2,4,2,3,1
Usuario31410,2,2,2,4,4,5,4,1,5,1
Usuario31411,4,1,2,3,3,5,3,1,5,4
Usuario31412,3,2,4,5,5,4,1,1,5,3
Usuario31413,5,5,5,3,2,4,2,4,4,4
Usuario31414,3,1,5,3,4,2,3,2,2,1
Usuario31415,1,3,1,5,1,5,3,4,2,5
Usuario31416,5,3,1,5,4,5,1,2,3,3
Usuario31417,1,5,3,1,2,5,1,2,2,5
Usuario31418,2,2,4,3,4,5,4,3,2,4
Usuario31419,4,2,1,2,1,4,5,1,5,5
Usuario31420,5,4,3,3,1,1,4,2,1,5
Usuario31421,2,5,5,4,4,4,1,2,3,4
Usuario31422,3,3,1,2,2,3,3,2,5,2
Usuario31423,5,3,1,4,5,1,2,3,3,1
Usuario31424,1,3,1,4,4,2,3,3,5,4
Usuario31425,4,5,3,5,1,1,1,2,5,5
Usuario31426,5,1,5,1,3,1,4,3,2,1
Usuario31427,3,1,2,5,4,1,3,2,2,3
Usuario31428,3,2,3,1,5,3,5,1,3,5
Usuario31429,1,2,2,3,1,1,1,2,1,3
Usuario31430,1,5,5,3,5,4,1,2,2,5
Usuario31431,1,3,4,1,5,4,3,4,5,5
Usuario31432,5,5,1,5,5,1,3,4,5,4
Usuario31433,4,4,3,2,2,5,2,5,2,1
Usuario31434,1,2,3,5,4,4,1,2,2,4
Usuario31435,4,3,3,2,4,1,5,1,5,2
Usuario31436,4,2,1,5,3,1,4,5,5,3
Usuario31437,5,1,5,4,1,4,5,1,4,3
Usuario31438,3,5,1,1,2,1,1,4,4,4
Usuario31439,5,2,4,5,5,2,2,2,4,2
Usuario31440,1,2,2,5,4,1,2,4,2,2
Usuario31441,5,4,4,3,3,3,4,2,1,3
Usuario31442,3,4,4,3,3,4,4,1,2,1
Usuario31443,4,5,1,2,3,1,5,3,5,4
Usuario31444,5,5,5,4,2,4,1,4,4,4
Usuario31445,4,4,4,1,4,4,3,5,5,2
Usuario31446,4,3,2,1,1,2,2,5,1,4
Usuario31447,3,4,4,5,1,2,4,5,2,4
Usuario31448,2,2,4,5,1,5,3,2,5,2
Usuario31449,1,5,3,5,1,4,5,3,2,1
Usuario31450,5,5,3,5,4,4,3,3,1,1
Usuario31451,2,2,1,3,5,5,5,4,1,3
Usuario31452,2,2,1,1,1,1,4,4,1,3
Usuario31453,4,1,1,5,5,3,2,2,1,4
Usuario31454,1,2,4,4,4,3,3,4,1,2
Usuario31455,2,3,3,2,1,5,4,4,4,3
Usuario31456,5,4,2,3,3,1,3,3,4,3
Usuario31457,3,3,5,2,1,4,1,3,3,3
Usuario31458,5,3,1,1,1,2,4,4,4,4
Usuario31459,5,2,5,5,5,1,3,5,2,5
Usuario31460,5,2,1,2,1,5,2,5,2,3
Usuario31461,3,3,5,2,1,2,4,5,4,1
Usuario31462,1,4,1,4,2,3,1,3,4,4
Usuario31463,1,3,1,1,1,5,3,1,4,1
Usuario31464,1,1,1,1,5,2,4,5,3,1
Usuario31465,1,4,1,3,1,2,2,3,5,3
Usuario31466,4,2,4,1,5,2,5,3,5,1
Usuario31467,1,1,3,5,4,5,5,3,1,5
Usuario31468,5,3,2,5,1,1,1,5,4,1
Usuario31469,5,1,2,1,3,5,1,4,4,5
Usuario31470,4,4,2,4,5,4,4,5,3,4
Usuario31471,1,3,3,4,3,4,1,4,3,5
Usuario31472,2,1,2,2,5,1,4,3,1,1
Usuario31473,5,2,4,2,5,3,2,5,3,2
Usuario31474,5,1,5,4,4,4,1,2,1,1
Usuario31475,5,1,2,3,5,5,1,2,3,1
Usuario31476,4,2,4,5,3,2,3,3,4,1
Usuario31477,5,1,3,2,4,1,5,2,3,1
Usuario31478,3,1,3,5,1,1,5,2,3,4
Usuario31479,3,1,3,1,4,3,3,4,5,1
Usuario31480,2,5,1,5,2,1,3,1,4,5
Usuario31481,1,3,5,1,5,4,5,2,4,1
Usuario31482,5,2,3,3,1,2,3,2,3,2
Usuario31483,3,2,4,2,4,3,4,2,1,3
Usuario31484,5,3,1,4,1,4,3,5,2,1
Usuario31485,3,3,1,4,3,4,5,2,1,3
Usuario31486,3,1,3,4,2,2,2,1,1,4
Usuario31487,4,5,4,3,2,3,1,1,4,4
Usuario31488,3,4,3,2,3,4,4,2,3,2
Usuario31489,1,4,4,5,2,4,2,4,4,2
Usuario31490,4,3,2,1,5,1,3,4,1,3
Usuario31491,4,2,1,1,3,3,1,1,2,5
Usuario31492,1,2,5,5,4,2,5,1,4,3
Usuario31493,4,1,3,2,2,5,2,5,3,4
Usuario31494,4,1,5,3,4,2,2,5,3,1
Usuario31495,4,1,1,5,3,5,5,3,2,4
Usuario31496,5,1,3,3,3,5,2,2,1,4
Usuario31497,3,2,4,5,4,1,5,1,3,1
Usuario31498,3,4,4,2,1,5,2,3,1,2
Usuario31499,3,5,4,4,5,4,1,1,4,2
Usuario31500,3,1,3,2,5,2,2,1,2,3
Usuario31501,4,5,2,3,4,2,5,3,2,3
Usuario31502,1,4,1,3,3,5,2,3,1,4
Usuario31503,5,4,1,5,4,4,2,2,4,4
Usuario31504,3,3,4,2,1,2,4,5,1,2
Usuario31505,3,4,4,3,1,3,5,3,2,4
Usuario31506,4,4,1,5,2,2,2,5,4,4
Usuario31507,1,2,4,4,1,4,5,2,4,5
Usuario31508,3,3,1,4,5,3,1,2,2,1
Usuario31509,1,4,5,5,5,3,5,2,3,1
Usuario31510,5,2,1,5,3,4,2,4,1,2
Usuario31511,2,5,1,1,3,5,1,2,1,3
Usuario31512,4,4,4,2,5,3,1,3,4,5
Usuario31513,2,1,2,5,4,4,2,1,1,2
Usuario31514,3,1,3,1,4,2,2,4,3,4
Usuario31515,5,3,5,5,3,4,4,2,5,1
Usuario31516,5,4,1,1,2,1,1,3,2,2
Usuario31517,1,2,5,3,2,1,2,1,4,4
Usuario31518,1,1,5,4,4,3,2,5,4,5
Usuario31519,3,5,5,3,4,4,1,1,4,2
Usuario31520,2,2,2,4,5,1,1,3,2,1
Usuario31521,5,3,1,2,5,5,3,2,5,3
Usuario31522,1,2,3,2,3,3,1,1,3,2
Usuario31523,5,1,1,4,3,4,2,1,4,2
Usuario31524,5,4,5,5,4,3,1,3,5,5
Usuario31525,1,5,2,3,5,2,1,2,2,4
Usuario31526,4,5,2,5,3,4,2,4,5,5
Usuario31527,3,2,4,3,5,1,3,5,4,3
Usuario31528,1,2,4,2,1,5,2,1,5,2
Usuario31529,2,4,4,5,4,2,1,5,1,1
Usuario31530,1,3,3,4,3,1,1,4,1,2
Usuario31531,3,2,1,4,2,3,3,3,3,5
Usuario31532,4,2,2,1,1,2,4,3,5,3
Usuario31533,1,2,1,3,1,5,1,3,2,4
Usuario31534,4,4,5,4,5,5,5,3,5,3
Usuario31535,3,4,1,4,2,2,1,4,3,5
Usuario31536,2,1,1,3,2,2,3,3,4,4
Usuario31537,5,5,3,3,2,2,1,3,4,1
Usuario31538,3,2,1,4,3,2,4,2,4,1
Usuario31539,2,1,4,1,1,4,3,5,5,3
Usuario31540,4,1,5,2,2,1,2,2,4,4
Usuario31541,3,2,3,4,2,2,4,3,1,4
Usuario31542,1,1,3,2,2,1,2,5,5,3
Usuario31543,2,1,1,4,4,5,1,4,5,3
Usuario31544,3,5,4,4,2,5,2,3,1,1
Usuario31545,1,1,3,1,4,1,5,3,3,2
Usuario31546,3,1,4,3,1,2,5,3,1,5
Usuario31547,4,2,5,4,4,3,3,3,4,5
Usuario31548,2,1,5,5,4,4,2,4,5,4
Usuario31549,2,3,2,2,2,3,5,2,5,1
Usuario31550,2,4,2,4,1,5,3,1,2,1
Usuario31551,2,2,3,2,4,4,1,2,4,4
Usuario31552,5,5,4,1,3,3,3,4,3,2
Usuario31553,2,2,2,4,5,5,3,4,2,5
Usuario31554,4,4,4,1,4,2,5,2,1,5
Usuario31555,3,5,1,1,2,2,1,4,3,1
Usuario31556,1,5,1,1,2,1,2,5,2,5
Usuario31557,4,3,5,5,2,3,4,3,1,2
Usuario31558,4,5,2,4,4,1,4,5,4,4
Usuario31559,1,5,2,3,4,1,4,5,5,2
Usuario31560,3,1,2,2,3,1,5,2,5,4
Usuario31561,3,1,3,5,3,1,1,5,2,5
Usuario31562,5,5,3,3,5,2,5,4,1,5
Usuario31563,5,3,1,3,4,1,3,3,3,2
Usuario31564,3,2,5,4,2,4,1,5,5,1
Usuario31565,2,2,2,2,4,4,4,5,2,1
Usuario31566,5,5,2,4,1,5,1,2,1,4
Usuario31567,1,2,2,4,2,3,1,4,3,2
Usuario31568,3,5,4,2,4,2,5,2,4,3
Usuario31569,5,2,2,3,1,3,1,5,5,5
Usuario31570,1,2,3,4,1,3,1,4,1,1
Usuario31571,3,4,2,2,1,1,3,4,4,1
Usuario31572,1,4,5,2,1,5,3,4,2,2
Usuario31573,4,4,5,3,2,1,5,3,2,3
Usuario31574,4,4,2,3,2,3,2,2,2,2
Usuario31575,3,2,1,1,1,4,5,5,1,5
Usuario31576,3,3,2,2,3,2,4,2,4,2
Usuario31577,1,4,2,4,2,5,3,2,1,4
Usuario31578,1,3,2,1,1,1,2,5,3,1
Usuario31579,1,1,3,1,5,4,2,2,1,5
Usuario31580,1,3,5,1,3,2,2,5,5,4
Usuario31581,4,1,2,5,2,4,4,1,1,2
Usuario31582,3,2,2,2,3,2,3,2,4,3
Usuario31583,4,3,2,2,5,5,5,4,1,4
Usuario31584,2,3,5,2,1,2,5,1,2,4
Usuario31585,3,1,3,5,2,1,5,5,3,4
Usuario31586,3,4,5,3,5,1,5,1,2,5
Usuario31587,5,2,4,3,2,3,4,2,2,1
Usuario31588,5,5,2,5,1,4,1,1,5,4
Usuario31589,4,2,1,4,4,1,3,2,4,3
Usuario31590,2,4,1,2,1,1,1,5,3,3
Usuario31591,3,3,5,3,3,5,4,4,2,3
Usuario31592,3,3,5,2,2,3,1,2,5,4
Usuario31593,4,5,2,1,4,1,3,2,5,3
Usuario31594,4,4,1,4,5,2,1,1,4,5
Usuario31595,1,5,4,5,4,3,4,1,4,4
Usuario31596,4,3,5,4,2,4,4,5,4,3
Usuario31597,2,1,2,5,2,1,5,1,5,1
Usuario31598,1,3,3,3,4,5,1,1,3,4
Usuario31599,3,5,3,1,1,1,3,1,3,5
Usuario31600,1,4,4,1,5,2,3,5,1,5
Usuario31601,3,1,4,4,3,1,5,4,4,1
Usuario31602,1,1,2,1,3,4,3,5,5,4
Usuario31603,3,1,3,5,3,4,1,1,1,4
Usuario31604,5,1,5,4,5,1,1,3,4,5
Usuario31605,3,1,2,1,5,5,1,4,2,1
Usuario31606,2,2,2,3,4,1,2,1,1,3
Usuario31607,1,2,4,1,4,1,1,2,1,4
Usuario31608,3,4,5,5,4,5,2,1,2,2
Usuario31609,4,2,2,1,2,4,4,2,2,1
Usuario31610,4,1,5,1,5,4,3,2,5,5
Usuario31611,1,4,4,1,5,3,4,4,5,3
Usuario31612,4,1,4,1,3,5,4,1,5,4
Usuario31613,2,3,4,4,4,4,3,3,3,2
Usuario31614,2,2,3,2,2,2,1,1,5,5
Usuario31615,5,5,2,5,4,4,4,5,4,5
Usuario31616,3,1,2,1,3,2,2,5,1,5
Usuario31617,5,2,2,4,1,1,4,5,5,5
Usuario31618,1,4,3,1,2,1,1,2,2,3
Usuario31619,3,3,4,5,3,5,5,3,3,3
Usuario31620,5,3,4,1,1,1,1,4,4,4
Usuario31621,4,1,4,5,2,4,1,2,2,5
Usuario31622,4,2,5,3,5,2,1,4,2,5
Usuario31623,4,3,1,5,1,4,3,1,1,3
Usuario31624,5,2,3,2,5,1,2,2,3,1
Usuario31625,1,5,5,3,2,3,5,1,3,3
Usuario31626,5,5,3,3,1,1,2,2,3,3
Usuario31627,3,1,5,4,4,4,4,3,1,2
Usuario31628,5,5,4,1,3,5,2,4,5,4
Usuario31629,5,1,4,3,1,2,1,1,3,2
Usuario31630,5,4,1,4,2,4,5,4,4,4
Usuario31631,3,2,3,4,5,1,4,3,4,4
Usuario31632,5,1,5,3,3,5,2,4,1,4
Usuario31633,1,3,1,3,2,4,4,2,5,2
Usuario31634,2,3,1,2,4,1,4,4,5,2
Usuario31635,1,3,3,5,1,2,1,5,3,5
Usuario31636,2,1,2,5,4,3,2,5,5,2
Usuario31637,1,1,2,1,2,1,5,3,4,4
Usuario31638,4,1,5,5,1,4,5,4,3,4
Usuario31639,1,5,4,1,4,1,5,4,3,2
Usuario31640,3,3,2,5,1,2,2,1,4,4
Usuario31641,2,5,2,3,1,1,1,2,1,4
Usuario31642,5,3,5,3,3,4,5,3,5,3
Usuario31643,3,2,2,5,1,3,3,3,5,5
Usuario31644,1,3,4,5,2,2,1,4,5,4
Usuario31645,3,2,5,4,5,5,3,1,1,1
Usuario31646,5,1,4,4,3,3,3,2,5,4
Usuario31647,3,5,2,4,2,5,1,5,4,1
Usuario31648,2,3,4,4,3,3,4,2,5,3
Usuario31649,3,2,3,1,1,5,3,3,1,4
Usuario31650,1,2,2,4,5,2,2,1,5,1
Usuario31651,3,5,3,2,4,3,2,3,4,2
Usuario31652,5,4,5,5,1,1,3,5,5,2
Usuario31653,2,1,4,1,3,2,4,4,3,1
Usuario31654,3,5,4,4,3,3,4,4,4,1
Usuario31655,3,2,3,5,2,4,2,5,1,3
Usuario31656,2,5,2,1,5,5,1,1,4,4
Usuario31657,2,4,2,1,1,5,1,4,2,3
Usuario31658,5,4,3,4,2,5,4,2,5,2
Usuario31659,5,2,5,2,1,1,3,1,3,5
Usuario31660,4,3,1,5,1,1,2,1,5,3
Usuario31661,3,1,3,3,4,5,3,3,5,5
Usuario31662,4,5,1,3,4,4,5,2,1,1
Usuario31663,3,3,3,3,4,5,4,2,2,3
Usuario31664,1,5,3,1,3,1,3,2,3,2
Usuario31665,5,3,3,5,3,5,5,3,2,3
Usuario31666,2,4,4,4,2,3,1,4,2,3
Usuario31667,2,1,1,2,4,3,2,1,4,5
Usuario31668,1,3,3,2,4,1,2,2,5,5
Usuario31669,1,2,2,5,1,4,3,1,1,5
Usuario31670,3,5,1,3,2,1,2,2,1,1
Usuario31671,4,2,3,3,4,4,4,5,4,5
Usuario31672,2,5,4,2,5,3,3,5,3,4
Usuario31673,4,2,5,4,2,3,5,1,5,2
Usuario31674,5,1,5,3,5,4,4,4,2,5
Usuario31675,1,2,4,3,1,5,5,2,3,5
Usuario31676,3,3,4,4,1,5,5,2,2,4
Usuario31677,5,5,4,5,2,3,1,5,2,2
Usuario31678,5,5,5,2,4,2,4,2,2,1
Usuario31679,3,5,5,4,4,3,3,1,3,1
Usuario31680,5,5,3,5,4,5,4,2,3,5
Usuario31681,4,3,5,5,1,2,1,4,3,5
Usuario31682,4,4,1,4,4,4,2,5,1,4
Usuario31683,2,5,1,2,5,4,1,1,1,2
Usuario31684,5,1,5,4,3,5,3,2,1,1
Usuario31685,4,4,2,4,1,1,4,3,5,2
Usuario31686,5,3,3,2,5,2,4,1,2,1
Usuario31687,2,1,3,4,4,2,1,5,3,1
Usuario31688,1,5,2,5,2,5,2,3,1,3
Usuario31689,4,4,1,2,2,4,4,2,3,3
Usuario31690,1,5,2,1,5,5,2,5,1,3
Usuario31691,1,3,1,3,4,3,4,5,1,4
Usuario31692,2,4,3,1,2,4,2,5,3,2
Usuario31693,3,3,5,2,3,1,5,5,1,1
Usuario31694,2,4,3,4,4,4,1,4,1,4
Usuario31695,1,2,3,5,2,4,4,2,3,5
Usuario31696,1,4,4,3,3,4,1,5,5,1
Usuario31697,1,3,2,1,3,1,2,1,1,4
Usuario31698,1,4,5,3,5,5,2,2,4,3
Usuario31699,2,1,1,1,5,5,1,4,5,2
Usuario31700,4,4,2,2,1,1,1,4,4,2
Usuario31701,3,5,1,3,2,3,5,4,3,1
Usuario31702,5,4,4,3,1,4,2,5,4,2
Usuario31703,2,5,3,3,4,4,3,1,1,2
Usuario31704,2,1,4,4,5,2,5,4,1,2
Usuario31705,1,1,1,4,3,3,3,3,2,1
Usuario31706,3,1,2,3,2,5,3,3,3,1
Usuario31707,3,3,1,2,3,3,2,1,1,5
Usuario31708,5,2,4,1,4,4,3,1,2,3
Usuario31709,5,3,4,3,5,1,4,3,4,2
Usuario31710,3,2,2,3,5,3,3,3,2,2
Usuario31711,2,2,1,2,4,5,3,4,4,3
Usuario31712,4,5,5,1,1,3,4,3,2,3
Usuario31713,3,3,1,4,2,1,1,2,4,1
Usuario31714,3,2,4,1,1,3,5,2,1,5
Usuario31715,4,1,3,5,2,3,5,5,2,5
Usuario31716,4,2,1,4,4,1,1,3,1,3
Usuario31717,5,3,2,3,5,3,2,4,2,3
Usuario31718,2,5,4,2,2,2,2,3,3,1
Usuario31719,1,2,3,2,2,4,1,5,1,2
Usuario31720,3,4,2,5,4,1,2,5,2,3
Usuario31721,2,1,5,3,2,4,3,5,5,4
Usuario31722,2,4,1,4,3,2,5,3,1,1
Usuario31723,5,4,5,5,3,3,1,5,5,2
Usuario31724,5,3,2,3,4,5,3,5,4,3
Usuario31725,4,1,2,3,4,2,1,2,2,3
Usuario31726,5,2,3,4,1,1,5,5,5,5
Usuario31727,3,4,5,5,5,2,4,3,1,2
Usuario31728,2,3,1,1,5,1,4,5,4,5
Usuario31729,1,1,5,3,4,2,3,1,3,1
Usuario31730,3,1,3,1,5,1,5,3,5,3
Usuario31731,4,2,3,5,5,4,5,1,4,3
Usuario31732,4,5,1,2,3,2,1,4,5,1
Usuario31733,2,1,1,1,3,4,5,4,1,4
Usuario31734,3,5,2,5,5,3,5,5,1,3
Usuario31735,3,3,3,4,2,5,2,3,4,2
Usuario31736,2,4,4,4,1,4,1,2,3,2
Usuario31737,4,1,2,3,3,3,5,5,5,3
Usuario31738,3,2,2,2,2,5,3,2,1,1
Usuario31739,4,2,3,5,1,4,4,4,1,3
Usuario31740,3,2,4,5,1,5,5,2,2,3
Usuario31741,4,5,3,2,5,4,5,3,3,4
Usuario31742,1,5,3,2,3,4,3,3,5,1
Usuario31743,5,3,5,2,2,4,1,1,4,1
Usuario31744,3,2,2,2,3,3,1,3,3,2
Usuario31745,2,3,3,1,1,3,2,2,3,5
Usuario31746,5,5,5,5,5,5,4,2,5,2
Usuario31747,3,4,3,1,1,4,5,5,3,4
Usuario31748,2,3,3,1,2,2,4,1,4,3
Usuario31749,2,4,3,1,5,1,2,3,4,1
Usuario31750,4,3,1,4,4,4,5,4,5,2
Usuario31751,2,2,5,4,1,2,4,3,3,5
Usuario31752,3,4,2,3,4,3,4,4,2,3
Usuario31753,3,3,1,3,4,3,1,3,5,2
Usuario31754,4,2,1,5,4,4,2,5,1,3
Usuario31755,3,4,2,2,3,1,4,2,3,1
Usuario31756,3,4,4,4,1,1,3,5,3,1
Usuario31757,1,2,5,1,3,4,1,2,2,5
Usuario31758,1,2,2,5,5,5,5,4,2,5
Usuario31759,4,3,5,5,2,5,1,2,5,4
Usuario31760,2,2,2,2,1,4,1,4,3,1
Usuario31761,3,5,3,4,5,2,1,3,2,2
Usuario31762,5,1,1,4,5,4,5,3,4,2
Usuario31763,2,5,4,4,2,1,4,2,3,4
Usuario31764,2,3,2,1,3,5,4,2,2,3
Usuario31765,4,4,2,2,3,1,2,1,4,5
Usuario31766,4,5,5,5,2,5,4,2,5,2
Usuario31767,5,2,3,5,1,2,4,3,1,4
Usuario31768,4,3,3,3,5,2,5,3,3,3
Usuario31769,1,3,2,4,1,4,5,2,5,1
Usuario31770,1,5,4,1,2,3,4,5,4,1
Usuario31771,2,5,4,2,4,5,4,5,3,2
Usuario31772,2,4,1,1,4,2,1,2,3,1
Usuario31773,1,5,1,2,5,1,3,1,2,4
Usuario31774,2,2,1,5,4,1,3,5,5,5
Usuario31775,5,5,1,4,2,4,2,2,3,5
Usuario31776,2,4,3,1,2,2,5,4,1,1
Usuario31777,2,3,4,5,4,3,2,5,2,2
Usuario31778,4,1,5,5,4,2,5,1,1,2
Usuario31779,3,3,4,2,5,5,3,2,3,4
Usuario31780,5,4,4,1,2,4,2,1,2,3
Usuario31781,1,4,4,5,4,1,2,1,3,3
Usuario31782,4,4,4,4,5,1,3,5,5,1
Usuario31783,3,1,3,2,2,4,5,4,5,5
Usuario31784,1,5,1,3,1,3,2,2,2,2
Usuario31785,3,2,5,2,2,4,1,2,3,3
Usuario31786,5,5,5,1,5,4,5,1,5,4
Usuario31787,3,5,1,2,2,3,4,5,1,3
Usuario31788,2,3,1,5,4,3,3,4,2,5
Usuario31789,1,5,4,3,2,4,5,2,1,3
Usuario31790,2,4,4,5,2,1,4,2,3,1
Usuario31791,3,1,2,5,1,4,3,3,4,3
Usuario31792,4,1,3,2,2,4,4,5,1,5
Usuario31793,2,1,4,1,3,2,4,1,5,4
Usuario31794,2,2,4,2,2,5,4,4,2,5
Usuario31795,3,2,2,2,3,1,2,5,1,5
Usuario31796,3,5,2,5,5,2,2,4,5,1
Usuario31797,4,1,3,2,3,2,3,3,2,5
Usuario31798,1,5,1,3,2,2,5,4,3,1
Usuario31799,3,2,4,4,1,3,1,5,4,4
Usuario31800,1,3,2,5,3,4,1,2,5,2
Usuario31801,2,3,2,2,2,5,2,3,5,5
Usuario31802,3,2,5,5,2,2,2,3,3,3
Usuario31803,5,5,5,4,4,3,1,4,1,2
Usuario31804,5,1,5,2,2,3,4,2,2,3
Usuario31805,2,5,1,3,3,1,4,2,1,5
Usuario31806,4,3,3,4,2,5,5,1,5,3
Usuario31807,1,2,5,3,5,2,5,2,4,1
Usuario31808,5,2,4,4,1,1,1,2,2,2
Usuario31809,3,3,1,3,5,4,4,4,2,3
Usuario31810,4,2,2,5,1,3,4,4,3,1
Usuario31811,4,5,4,2,1,4,3,1,4,3
Usuario31812,3,4,5,5,2,1,3,2,3,1
Usuario31813,5,3,3,4,2,5,5,2,4,3
Usuario31814,4,5,2,4,5,4,5,1,3,3
Usuario31815,5,1,3,3,3,4,2,4,3,1
Usuario31816,3,1,4,2,4,2,2,2,4,5
Usuario31817,1,2,2,2,5,5,1,3,2,1
Usuario31818,1,3,2,5,3,5,3,4,3,2
Usuario31819,5,1,1,1,3,2,1,5,2,1
Usuario31820,3,5,3,4,2,4,1,2,5,3
Usuario31821,4,1,5,5,4,3,1,3,2,2
Usuario31822,1,4,2,2,3,5,4,2,5,4
Usuario31823,1,4,4,3,4,4,3,5,3,5
Usuario31824,1,5,5,2,1,2,4,4,5,3
Usuario31825,1,2,3,1,5,3,5,2,5,5
Usuario31826,4,5,4,5,2,2,2,4,1,2
Usuario31827,2,3,3,4,2,2,3,5,5,5
Usuario31828,1,4,1,2,5,1,5,4,5,3
Usuario31829,3,4,2,3,4,3,3,2,3,3
Usuario31830,4,3,4,2,4,2,4,2,5,5
Usuario31831,5,1,4,5,5,4,3,1,3,5
Usuario31832,5,2,5,2,1,4,4,2,3,2
Usuario31833,3,2,3,2,1,4,5,5,2,1
Usuario31834,5,3,1,4,4,1,2,1,5,1
Usuario31835,5,3,1,1,5,2,1,4,4,4
Usuario31836,1,5,1,5,1,2,2,4,5,2
Usuario31837,1,1,3,3,5,3,5,4,3,3
Usuario31838,3,1,4,2,1,2,1,3,1,5
Usuario31839,4,5,3,5,3,2,5,3,4,2
Usuario31840,3,1,5,1,5,3,5,1,1,3
Usuario31841,4,2,2,3,1,5,4,2,1,5
Usuario31842,1,4,4,3,4,5,5,2,3,3
Usuario31843,1,1,3,5,4,2,4,4,2,5
Usuario31844,4,1,2,1,4,1,4,3,5,1
Usuario31845,2,1,3,2,4,5,4,1,1,1
Usuario31846,3,1,3,5,5,4,5,5,3,3
Usuario31847,2,3,2,4,4,2,5,5,4,2
Usuario31848,3,4,3,3,3,3,3,1,1,5
Usuario31849,5,4,3,3,1,2,3,2,4,4
Usuario31850,1,3,5,1,5,4,1,5,3,5
Usuario31851,2,2,5,1,5,3,1,2,4,3
Usuario31852,4,4,1,3,2,3,5,3,1,3
Usuario31853,2,5,5,5,3,1,3,2,2,1
Usuario31854,3,4,2,1,5,1,3,1,2,1
Usuario31855,5,3,5,2,5,5,4,1,5,2
Usuario31856,5,5,5,2,5,2,3,2,5,4
Usuario31857,4,5,2,5,4,4,2,4,5,2
Usuario31858,2,1,4,5,5,1,1,3,5,4
Usuario31859,4,2,2,5,2,3,4,3,1,2
Usuario31860,2,4,2,3,1,2,2,1,4,2
Usuario31861,5,5,4,2,3,1,4,5,2,3
