Usuario,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10
Usuario1512,1,1,5,1,2,3,1,1,1,1
Usuario1513,3,4,5,1,2,2,2,1,3,2
Usuario1514,5,4,2,2,3,5,1,5,1,5
Usuario1515,3,3,3,2,1,4,5,2,5,5
Usuario1516,5,4,3,4,1,5,3,2,5,2
Usuario1517,3,5,5,1,4,2,3,2,2,5
Usuario1518,3,1,5,1,3,4,2,1,2,2
Usuario1519,2,2,3,4,5,2,2,1,1,5
Usuario1520,2,5,4,5,1,4,3,4,4,1
Usuario1521,2,1,5,3,3,1,1,2,5,2
Usuario1522,2,2,4,5,2,1,3,5,3,4
Usuario1523,3,1,3,3,5,1,2,3,3,4
Usuario1524,2,1,1,2,2,5,4,2,4,1
Usuario1525,4,1,2,3,2,3,1,2,2,5
Usuario1526,5,1,2,3,4,2,4,3,2,3
Usuario1527,3,2,1,2,2,3,5,1,2,3
Usuario1528,5,2,2,5,1,2,3,3,1,4
Usuario1529,4,1,4,4,2,5,5,3,1,1
Usuario1530,5,4,1,1,3,1,4,1,5,5
Usuario1531,5,2,1,1,1,4,5,4,1,3
Usuario1532,3,2,3,3,4,1,2,5,1,4
Usuario1533,5,4,1,1,5,3,4,5,4,1
Usuario1534,2,2,3,3,3,5,2,5,5,3
Usuario1535,1,2,5,4,4,5,1,1,2,1
Usuario1536,1,4,3,5,3,1,2,1,5,4
Usuario1537,3,1,3,3,5,3,3,1,3,5
Usuario1538,3,5,5,1,2,3,2,1,3,4
Usuario1539,5,5,3,4,5,4,4,1,3,3
Usuario1540,5,2,1,5,2,5,3,3,3,4
Usuario1541,3,1,4,5,3,3,5,5,4,3
Usuario1542,4,2,4,5,1,5,2,3,3,1
Usuario1543,2,1,3,4,4,4,1,1,1,2
Usuario1544,4,3,4,1,2,4,2,5,5,5
Usuario1545,2,4,5,3,4,2,3,1,1,5
Usuario1546,3,5,3,4,3,4,2,3,3,1
Usuario1547,2,1,3,4,1,5,5,4,4,2
Usuario1548,1,3,3,3,3,5,4,3,4,2
Usuario1549,5,3,2,2,5,1,2,1,1,5
Usuario1550,5,3,2,3,3,4,3,3,3,3
Usuario1551,1,4,5,3,5,4,2,2,5,5
Usuario1552,2,4,5,3,1,1,2,2,3,3
Usuario1553,2,4,2,3,2,3,5,3,2,5
Usuario1554,4,2,3,4,4,1,1,4,3,2
Usuario1555,3,3,4,4,5,1,2,2,2,5
Usuario1556,1,4,2,5,3,4,2,4,4,2
Usuario1557,2,5,3,3,1,3,3,1,1,1
Usuario1558,3,2,1,5,5,1,3,5,3,2
Usuario1559,5,2,5,1,2,3,4,3,4,1
Usuario1560,1,3,1,2,3,5,1,2,2,1
Usuario1561,1,1,4,5,4,4,1,3,1,5
Usuario1562,4,2,2,1,5,4,5,1,5,1
Usuario1563,2,1,3,3,3,2,1,4,3,1
Usuario1564,1,2,2,1,2,2,4,1,1,4
Usuario1565,3,3,5,5,2,3,3,2,1,4
Usuario1566,5,5,5,4,2,2,4,5,5,1
Usuario1567,1,4,4,2,3,1,4,5,1,3
Usuario1568,4,5,2,1,4,4,4,3,2,5
Usuario1569,5,5,4,2,3,3,5,1,4,5
Usuario1570,4,1,1,3,4,1,3,2,3,2
Usuario1571,1,1,3,3,3,2,5,3,5,1
Usuario1572,1,5,3,2,5,2,2,5,2,1
Usuario1573,4,4,4,5,1,3,4,5,2,3
Usuario1574,3,3,1,5,4,3,2,5,2,2
Usuario1575,5,3,5,4,3,5,1,1,3,1
Usuario1576,4,1,5,4,3,3,1,5,4,5
Usuario1577,2,5,1,3,2,2,1,5,1,3
Usuario1578,2,1,4,4,3,3,2,5,2,4
Usuario1579,5,5,4,5,1,3,2,2,2,5
Usuario1580,4,2,4,3,5,4,1,1,3,2
Usuario1581,3,4,3,5,4,1,1,5,4,4
Usuario1582,1,2,5,5,4,3,2,1,1,3
Usuario1583,1,4,3,1,2,3,3,2,4,2
Usuario1584,5,5,5,5,5,4,3,2,3,3
Usuario1585,2,1,2,4,4,3,3,5,5,2
Usuario1586,5,2,5,2,1,2,5,5,3,1
Usuario1587,3,4,1,5,3,1,1,1,1,3
Usuario1588,1,2,1,4,4,1,4,1,4,5
Usuario1589,3,5,2,5,5,2,2,1,4,1
Usuario1590,2,2,3,3,5,5,1,3,4,2
Usuario1591,2,1,1,4,3,3,5,1,5,2
Usuario1592,2,5,1,3,4,1,1,5,4,2
Usuario1593,1,4,1,1,5,2,2,2,4,1
Usuario1594,1,4,3,1,2,4,2,1,4,3
Usuario1595,4,3,2,3,2,5,2,2,3,3
Usuario1596,3,2,3,5,1,2,2,4,2,2
Usuario1597,1,3,2,4,1,3,3,3,5,2
Usuario1598,4,5,1,1,4,3,5,2,2,4
Usuario1599,5,5,3,4,1,5,3,3,3,1
Usuario1600,5,2,1,4,3,2,5,2,2,1
Usuario1601,5,1,5,3,4,1,4,2,3,5
Usuario1602,2,3,5,1,3,4,1,5,5,1
Usuario1603,4,5,1,3,1,2,3,2,2,1
Usuario1604,2,1,3,3,2,2,2,2,2,2
Usuario1605,1,3,3,2,2,1,3,5,1,5
Usuario1606,3,4,1,3,1,5,3,4,1,2
Usuario1607,5,2,1,5,5,5,3,1,5,1
Usuario1608,1,2,1,3,1,5,2,5,5,4
Usuario1609,4,4,1,4,1,1,3,5,3,2
Usuario1610,1,5,4,5,1,3,4,4,3,2
Usuario1611,2,3,3,4,2,2,1,5,1,5
Usuario1612,4,2,3,3,4,1,3,4,4,3
Usuario1613,5,3,1,3,3,3,2,4,5,4
Usuario1614,2,4,5,5,4,3,5,4,2,5
Usuario1615,4,5,4,1,1,3,5,4,2,2
Usuario1616,4,1,1,3,2,5,3,2,2,2
Usuario1617,1,1,1,5,1,5,5,1,2,4
Usuario1618,2,1,4,3,1,2,2,2,4,2
Usuario1619,2,2,4,3,3,2,1,2,2,1
Usuario1620,5,5,4,2,5,1,2,1,5,5
Usuario1621,5,5,4,5,1,5,4,2,3,5
Usuario1622,4,4,3,5,5,2,2,5,1,3
Usuario1623,4,4,2,2,3,4,4,5,1,1
Usuario1624,3,5,1,4,2,2,3,5,1,1
Usuario1625,4,2,5,3,2,4,4,5,2,4
Usuario1626,2,5,4,3,3,2,2,2,1,3
Usuario1627,4,2,1,2,2,4,4,2,4,1
Usuario1628,3,5,3,3,1,2,3,2,2,5
Usuario1629,4,5,2,5,3,4,1,1,4,2
Usuario1630,1,1,2,5,3,1,4,3,2,3
Usuario1631,5,3,4,4,4,5,2,4,2,1
Usuario1632,1,5,3,5,1,1,5,1,2,2
Usuario1633,2,4,3,1,5,2,1,5,2,2
Usuario1634,2,5,4,5,5,3,3,4,2,5
Usuario1635,5,3,4,5,1,3,5,4,1,2
Usuario1636,1,5,1,1,4,2,2,1,2,5
Usuario1637,5,3,3,3,5,5,1,3,5,5
Usuario1638,2,1,2,4,5,3,5,5,3,1
Usuario1639,3,4,5,3,3,3,3,5,1,1
Usuario1640,5,3,1,2,3,4,1,1,5,2
Usuario1641,1,1,5,2,4,4,2,1,3,2
Usuario1642,4,4,1,2,1,2,3,3,3,2
Usuario1643,3,1,2,1,3,1,3,4,1,3
Usuario1644,4,5,3,1,3,4,5,2,3,5
Usuario1645,4,2,5,2,4,1,2,3,2,4
Usuario1646,4,4,5,3,3,4,4,3,5,2
Usuario1647,1,5,2,5,2,1,1,3,1,5
Usuario1648,3,1,2,3,1,5,4,3,3,1
Usuario1649,3,2,4,5,1,4,3,2,1,1
Usuario1650,4,5,2,1,1,5,3,3,2,4
Usuario1651,5,4,3,3,1,5,3,4,1,3
Usuario1652,2,3,5,5,1,4,5,3,2,4
Usuario1653,3,3,5,2,1,4,2,1,5,2
Usuario1654,5,4,3,4,2,4,1,4,2,2
Usuario1655,5,1,1,1,2,4,3,5,2,5
Usuario1656,1,4,2,1,3,5,3,3,4,5
Usuario1657,5,3,1,5,4,3,1,5,5,4
Usuario1658,5,3,5,2,5,5,5,4,3,3
Usuario1659,5,4,3,3,1,4,4,1,5,1
Usuario1660,4,3,5,3,4,4,2,3,2,2
Usuario1661,5,3,5,4,3,5,5,5,1,5
Usuario1662,3,2,2,1,2,5,3,5,3,2
Usuario1663,1,2,1,2,1,2,4,1,1,3
Usuario1664,1,5,2,2,3,2,5,5,2,2
Usuario1665,2,5,2,1,3,2,1,2,2,3
Usuario1666,4,3,4,1,4,4,3,5,4,1
Usuario1667,3,4,1,3,4,4,3,5,1,1
Usuario1668,4,5,4,3,2,1,4,4,4,1
Usuario1669,1,3,4,1,4,5,5,1,4,4
Usuario1670,4,1,5,5,2,3,5,3,5,5
Usuario1671,3,3,4,2,4,1,2,5,1,5
Usuario1672,4,1,4,3,5,1,1,1,3,2
Usuario1673,1,1,2,1,5,1,4,1,2,1
Usuario1674,1,1,5,1,1,1,5,4,1,2
Usuario1675,2,1,5,5,3,1,1,4,2,3
Usuario1676,3,4,2,4,4,4,4,3,5,3
Usuario1677,2,5,1,1,3,2,1,5,3,2
Usuario1678,2,3,4,5,5,2,4,3,5,1
Usuario1679,1,2,2,4,2,4,1,5,3,1
Usuario1680,2,3,3,5,2,2,5,5,4,1
Usuario1681,2,2,1,3,5,4,5,3,5,5
Usuario1682,4,4,4,2,3,5,4,3,3,4
Usuario1683,4,4,1,3,1,2,2,1,2,1
Usuario1684,1,5,1,2,4,3,1,4,3,1
Usuario1685,2,4,1,1,1,4,2,5,4,3
Usuario1686,1,1,5,5,1,5,5,4,2,4
Usuario1687,5,2,2,2,4,1,4,5,4,4
Usuario1688,1,4,4,4,3,1,2,4,3,1
Usuario1689,4,5,5,1,3,5,1,3,2,2
Usuario1690,2,3,3,5,4,3,5,2,2,3
Usuario1691,4,2,5,1,4,2,1,4,3,5
Usuario1692,1,3,3,2,2,4,1,4,5,5
Usuario1693,2,4,1,1,3,1,3,4,4,5
Usuario1694,2,3,3,5,5,1,2,5,5,2
Usuario1695,3,2,5,3,3,5,4,4,1,2
Usuario1696,4,3,5,3,1,4,2,5,2,4
Usuario1697,1,1,1,4,1,2,2,5,3,5
Usuario1698,2,5,4,3,1,4,2,3,2,1
Usuario1699,3,3,5,1,1,5,5,4,2,2
Usuario1700,5,5,4,5,2,3,5,3,5,3
Usuario1701,4,4,2,2,2,4,5,4,2,2
Usuario1702,1,2,4,5,2,1,5,4,1,1
Usuario1703,1,1,1,3,1,3,5,4,2,2
Usuario1704,5,3,2,1,4,2,2,2,3,3
Usuario1705,3,2,5,1,3,5,5,5,4,3
Usuario1706,1,3,3,2,1,2,3,4,4,5
Usuario1707,2,3,1,1,5,2,4,5,3,1
Usuario1708,3,4,2,5,5,4,2,1,5,1
Usuario1709,3,2,3,3,3,4,5,2,1,1
Usuario1710,4,3,3,1,4,3,2,1,1,4
Usuario1711,2,4,2,1,2,2,4,4,2,5
Usuario1712,4,2,5,5,2,3,5,5,5,2
Usuario1713,3,5,1,5,1,1,3,2,5,2
Usuario1714,3,4,1,2,4,2,2,4,3,4
Usuario1715,5,5,2,3,4,1,1,4,1,4
Usuario1716,1,3,4,4,2,1,3,1,3,2
Usuario1717,4,1,5,2,3,2,1,2,2,3
Usuario1718,3,2,2,3,2,3,1,1,1,3
Usuario1719,5,5,5,4,5,5,5,1,2,3
Usuario1720,4,4,5,5,4,4,4,4,4,2
Usuario1721,1,2,5,2,3,3,1,4,2,1
Usuario1722,3,2,2,2,3,5,4,3,2,4
Usuario1723,1,2,1,2,2,5,4,2,1,1
Usuario1724,2,3,5,3,5,5,2,5,2,3
Usuario1725,3,1,1,4,5,5,3,1,1,2
Usuario1726,2,1,1,5,2,3,2,4,5,1
Usuario1727,1,4,2,1,3,5,4,5,5,4
Usuario1728,1,3,3,1,1,2,4,1,3,3
Usuario1729,1,2,5,2,3,3,3,3,2,5
Usuario1730,5,4,2,1,4,1,2,3,1,3
Usuario1731,3,4,5,1,2,5,1,2,3,2
Usuario1732,5,3,2,3,3,3,2,3,5,3
Usuario1733,3,4,1,4,1,4,5,5,5,2
Usuario1734,1,5,1,3,4,2,4,1,1,1
Usuario1735,5,4,1,5,3,5,4,4,3,3
Usuario1736,1,1,5,4,4,1,4,2,3,5
Usuario1737,1,3,1,1,1,2,1,3,5,4
Usuario1738,3,5,4,4,4,3,3,3,2,4
Usuario1739,3,5,4,5,5,1,4,2,5,1
Usuario1740,3,4,4,2,4,1,3,5,2,3
Usuario1741,4,2,2,1,1,3,5,4,1,4
Usuario1742,5,2,5,5,4,5,4,3,3,2
Usuario1743,1,3,1,2,4,2,4,5,5,3
Usuario1744,2,5,5,5,5,4,3,2,4,3
Usuario1745,2,1,1,3,2,4,3,3,5,1
Usuario1746,4,3,5,4,3,4,1,4,1,2
Usuario1747,1,4,4,1,2,3,4,2,1,5
Usuario1748,3,1,5,4,4,3,5,3,3,3
Usuario1749,4,4,3,4,2,5,2,1,2,4
Usuario1750,3,2,5,4,5,2,2,1,4,3
Usuario1751,2,4,5,3,1,4,4,1,2,5
Usuario1752,3,3,2,4,2,5,3,2,3,4
Usuario1753,2,4,5,5,1,4,4,4,2,1
Usuario1754,3,5,3,4,4,3,3,3,1,4
Usuario1755,4,5,4,2,2,5,2,4,1,2
Usuario1756,5,4,1,4,4,1,1,2,4,4
Usuario1757,4,5,2,5,5,3,4,3,2,3
Usuario1758,5,2,4,3,3,2,1,4,4,3
Usuario1759,5,3,4,4,2,4,4,2,1,2
Usuario1760,1,1,4,1,2,3,1,1,1,4
Usuario1761,4,3,5,4,3,2,5,4,1,3
Usuario1762,2,2,4,2,4,2,3,2,4,1
Usuario1763,3,2,1,5,2,5,3,3,2,4
Usuario1764,3,5,4,2,5,5,1,3,2,4
Usuario1765,1,2,4,4,1,4,2,1,2,3
Usuario1766,5,2,2,1,4,1,1,5,2,4
Usuario1767,4,1,2,4,3,2,5,5,5,5
Usuario1768,2,1,3,5,5,3,3,1,2,2
Usuario1769,5,5,4,1,2,3,3,5,3,4
Usuario1770,1,2,3,3,1,2,1,2,1,3
Usuario1771,2,2,2,2,2,4,3,2,4,4
Usuario1772,2,5,3,3,1,4,5,3,3,1
Usuario1773,2,5,2,4,4,5,4,1,1,5
Usuario1774,1,3,1,5,2,2,4,4,2,2
Usuario1775,5,3,5,5,1,1,1,1,4,3
Usuario1776,5,2,5,3,5,2,1,2,3,2
Usuario1777,4,2,4,4,2,4,2,4,1,5
Usuario1778,2,2,4,2,3,5,5,4,4,5
Usuario1779,5,3,3,4,5,2,1,5,3,3
Usuario1780,4,2,5,2,3,4,2,3,4,5
Usuario1781,2,5,2,2,2,2,2,4,2,2
Usuario1782,4,3,4,2,5,4,2,4,5,5
Usuario1783,3,2,5,4,1,1,4,2,2,1
Usuario1784,4,1,5,5,1,1,2,4,3,5
Usuario1785,1,5,4,3,2,5,3,1,5,3
Usuario1786,5,4,3,3,4,1,1,5,1,5
Usuario1787,3,1,1,1,4,3,5,5,3,3
Usuario1788,3,4,5,4,3,2,2,5,1,4
Usuario1789,4,4,5,5,3,5,3,1,4,1
Usuario1790,3,3,3,1,3,3,3,4,5,5
Usuario1791,5,3,4,4,2,5,3,5,5,4
Usuario1792,1,1,4,1,2,3,3,4,2,4
Usuario1793,1,5,2,1,5,3,5,2,1,3
Usuario1794,4,3,1,2,4,3,5,4,3,4
Usuario1795,5,4,3,3,3,1,1,4,5,4
Usuario1796,5,5,4,4,2,1,2,5,1,5
Usuario1797,4,5,1,3,5,4,2,1,3,3
Usuario1798,1,4,3,4,5,3,5,3,5,4
Usuario1799,5,3,2,1,3,3,5,1,2,5
Usuario1800,3,2,3,5,4,4,4,2,4,5
Usuario1801,2,5,4,5,4,4,1,4,2,5
Usuario1802,5,5,1,4,2,3,5,3,5,1
Usuario1803,2,2,3,4,2,4,4,1,5,2
Usuario1804,3,2,3,2,3,1,1,1,2,5
Usuario1805,2,4,5,3,5,3,1,5,4,4
Usuario1806,5,3,3,1,5,4,5,3,5,4
Usuario1807,3,1,4,2,1,5,4,5,4,5
Usuario1808,1,4,2,4,2,5,2,1,3,4
Usuario1809,5,4,3,2,2,5,3,1,2,2
Usuario1810,4,5,1,2,3,1,1,1,1,2
Usuario1811,1,5,4,4,4,1,5,2,4,2
Usuario1812,3,3,2,3,2,2,1,1,4,1
Usuario1813,3,3,1,5,1,3,1,1,1,5
Usuario1814,1,2,2,1,5,4,3,1,2,2
Usuario1815,2,4,4,3,2,3,4,1,5,3
Usuario1816,1,4,5,4,2,3,3,4,2,1
Usuario1817,1,4,1,5,1,3,5,5,1,3
Usuario1818,5,1,2,4,3,1,5,2,5,2
Usuario1819,5,2,1,2,2,2,4,3,5,1
Usuario1820,5,4,3,5,5,3,3,1,3,5
Usuario1821,2,4,3,1,3,2,4,2,3,5
Usuario1822,5,1,2,4,1,4,3,4,4,1
Usuario1823,2,5,1,2,1,5,1,4,1,2
Usuario1824,3,1,1,3,1,4,4,3,4,5
Usuario1825,5,3,3,4,4,4,5,1,4,5
Usuario1826,3,4,5,2,2,1,5,4,4,4
Usuario1827,4,3,4,5,1,4,5,2,2,5
Usuario1828,1,3,4,3,2,4,3,1,5,4
Usuario1829,4,2,1,1,2,1,4,4,5,2
Usuario1830,2,5,1,1,5,3,4,4,1,1
Usuario1831,4,3,2,2,3,3,2,1,2,2
Usuario1832,1,1,3,5,1,2,3,5,4,4
Usuario1833,2,5,5,3,5,4,1,1,3,3
Usuario1834,3,2,2,2,3,1,5,1,5,1
Usuario1835,2,5,5,2,2,1,4,3,2,5
Usuario1836,2,5,2,2,3,4,5,2,5,4
Usuario1837,5,5,4,2,5,3,4,2,1,2
Usuario1838,4,4,4,5,1,1,3,2,5,3
Usuario1839,1,1,1,2,2,1,2,4,1,5
Usuario1840,1,2,1,4,3,4,3,3,4,4
Usuario1841,5,3,5,5,3,5,3,1,1,3
Usuario1842,5,4,5,5,3,5,1,3,1,4
Usuario1843,2,3,2,4,3,3,4,1,1,3
Usuario1844,5,5,2,1,5,5,1,2,4,4
Usuario1845,4,4,4,2,5,2,2,5,2,5
Usuario1846,2,2,4,1,1,4,4,2,5,1
Usuario1847,3,5,5,1,2,2,4,5,5,1
Usuario1848,5,5,1,2,3,2,4,3,1,5
Usuario1849,2,5,1,3,3,4,2,5,3,4
Usuario1850,5,4,5,1,3,2,1,4,1,1
Usuario1851,4,3,5,4,3,3,5,5,2,2
Usuario1852,5,2,5,3,3,1,2,1,4,4
Usuario1853,5,3,1,4,1,1,5,1,3,2
Usuario1854,5,4,1,3,5,3,2,4,3,5
Usuario1855,1,2,4,5,4,1,5,4,2,1
Usuario1856,1,4,4,1,2,1,2,4,4,1
Usuario1857,2,2,1,3,1,4,1,3,2,1
Usuario1858,5,1,2,4,5,2,1,5,3,2
Usuario1859,2,5,3,1,2,1,4,5,1,1
Usuario1860,2,5,1,4,5,3,5,1,5,1
Usuario1861,1,3,1,5,1,4,4,5,4,3
Usuario1862,5,4,1,3,3,4,5,3,1,4
Usuario1863,1,3,4,5,3,3,2,3,5,1
Usuario1864,4,5,3,5,4,1,2,1,2,1
Usuario1865,2,1,5,1,4,5,3,1,5,3
Usuario1866,5,5,2,2,5,3,3,1,4,2
Usuario1867,5,4,3,3,1,4,5,3,3,4
Usuario1868,5,1,1,2,5,5,2,5,2,1
Usuario1869,4,1,2,5,4,4,1,5,4,2
Usuario1870,4,1,3,2,3,5,3,2,4,1
Usuario1871,3,4,4,3,2,2,2,2,5,1
Usuario1872,1,1,5,4,3,1,1,1,3,2
Usuario1873,5,5,5,2,5,5,3,4,4,2
Usuario1874,3,3,1,2,1,5,5,1,5,4
Usuario1875,4,2,5,3,3,3,5,4,5,2
Usuario1876,4,1,5,3,4,5,1,3,3,2
Usuario1877,1,4,3,2,2,3,3,1,2,3
Usuario1878,4,1,1,5,1,5,3,3,1,5
Usuario1879,3,4,3,2,1,3,2,1,3,3
Usuario1880,5,3,5,1,5,5,4,1,1,3
Usuario1881,5,2,2,4,3,1,2,5,2,1
Usuario1882,4,2,4,4,5,2,4,2,2,3
Usuario1883,2,3,2,1,3,2,3,2,4,2
Usuario1884,3,5,2,5,2,5,2,5,2,4
Usuario1885,1,4,2,2,5,4,1,4,2,4
Usuario1886,5,1,4,4,4,5,5,5,3,2
Usuario1887,3,1,5,3,2,2,5,4,1,4
Usuario1888,4,4,1,4,1,5,5,5,3,5
Usuario1889,2,4,4,4,3,3,2,3,3,3
Usuario1890,3,5,4,3,3,5,1,4,2,1
Usuario1891,2,5,1,5,1,4,2,1,3,1
Usuario1892,1,3,3,3,5,1,5,5,1,5
Usuario1893,2,3,1,2,5,3,4,4,5,2
Usuario1894,3,5,2,4,5,4,5,4,2,2
Usuario1895,1,3,3,5,3,5,5,4,5,2
Usuario1896,4,2,1,2,1,4,1,4,4,3
Usuario1897,3,4,4,4,1,1,4,4,4,3
Usuario1898,4,4,4,3,2,2,5,5,3,4
Usuario1899,1,1,1,5,2,5,5,5,2,3
Usuario1900,3,1,3,1,2,3,2,3,1,1
Usuario1901,5,3,4,3,4,3,5,4,1,4
Usuario1902,3,3,2,1,2,4,5,5,4,5
Usuario1903,3,4,2,3,4,3,1,2,5,4
Usuario1904,5,1,5,3,1,1,4,5,5,3
Usuario1905,1,1,3,3,4,5,2,5,5,5
Usuario1906,2,1,4,3,5,1,2,4,4,3
Usuario1907,4,2,1,1,1,4,5,5,5,1
Usuario1908,3,4,3,5,4,4,5,2,3,4
Usuario1909,5,2,1,3,4,5,4,3,4,2
Usuario1910,5,5,3,2,3,3,4,3,2,3
Usuario1911,4,5,4,2,2,2,3,5,2,3
Usuario1912,1,2,2,4,4,1,1,4,5,4
Usuario1913,1,3,2,2,3,2,1,2,5,4
Usuario1914,5,4,3,4,4,5,4,4,3,1
Usuario1915,1,5,5,1,2,2,4,5,5,1
Usuario1916,4,1,4,2,5,1,1,2,4,4
Usuario1917,3,5,1,2,5,1,2,1,1,5
Usuario1918,1,2,5,1,4,2,3,4,1,3
Usuario1919,1,2,4,4,2,4,3,1,5,5
Usuario1920,2,5,5,2,5,2,5,2,4,1
Usuario1921,5,1,2,3,3,5,3,2,1,3
Usuario1922,2,2,1,5,1,5,2,4,4,1
Usuario1923,5,4,1,5,5,2,3,3,1,3
Usuario1924,2,3,3,1,1,1,4,3,5,2
Usuario1925,5,5,3,4,1,3,4,1,4,1
Usuario1926,4,1,1,4,5,1,4,4,5,2
Usuario1927,1,3,5,4,2,1,5,2,2,5
Usuario1928,2,1,1,5,3,1,2,2,5,2
Usuario1929,4,5,1,4,4,4,4,3,1,2
Usuario1930,5,2,3,3,5,3,5,3,3,3
Usuario1931,5,3,5,2,3,2,1,4,2,4
Usuario1932,1,2,1,1,2,5,4,3,4,3
Usuario1933,3,5,4,5,4,5,3,1,1,2
Usuario1934,2,3,1,2,2,4,5,1,4,5
Usuario1935,5,5,4,1,4,1,2,1,3,5
Usuario1936,1,4,3,1,5,2,1,5,5,4
Usuario1937,3,1,1,2,4,3,4,2,4,2
Usuario1938,1,1,2,2,4,3,1,3,2,1
Usuario1939,1,5,2,3,2,2,5,4,3,3
Usuario1940,5,4,1,1,2,1,1,1,3,4
Usuario1941,2,4,2,1,2,4,4,1,4,4
Usuario1942,2,5,1,1,5,4,1,4,4,5
Usuario1943,3,4,1,1,5,4,5,3,2,2
Usuario1944,3,3,5,5,2,5,1,1,4,4
Usuario1945,4,2,5,2,1,3,4,1,5,1
Usuario1946,4,1,2,4,4,3,2,2,5,3
Usuario1947,2,5,1,3,1,5,1,3,2,1
Usuario1948,4,4,3,2,4,1,4,5,5,1
Usuario1949,5,1,1,4,4,4,2,4,2,3
Usuario1950,1,1,1,5,4,3,2,3,4,1
Usuario1951,4,3,3,2,4,5,3,2,1,4
Usuario1952,3,5,5,1,1,3,1,5,1,1
Usuario1953,4,2,4,2,1,1,2,4,5,1
Usuario1954,2,2,3,3,5,2,4,5,5,3
Usuario1955,3,3,4,1,4,2,4,3,3,2
Usuario1956,4,3,2,1,2,5,5,3,4,2
Usuario1957,5,3,2,4,4,2,3,4,2,5
Usuario1958,4,5,5,1,5,2,5,3,1,1
Usuario1959,3,1,1,5,3,2,4,5,2,2
Usuario1960,5,2,3,4,2,1,5,1,3,5
Usuario1961,1,1,4,2,3,4,1,3,3,1
Usuario1962,4,5,3,3,4,2,5,5,4,5
Usuario1963,5,2,1,3,5,3,3,2,4,4
Usuario1964,3,2,3,1,5,5,4,3,2,1
Usuario1965,4,1,3,5,4,4,1,2,3,4
Usuario1966,2,2,5,4,5,2,5,2,2,4
Usuario1967,5,5,4,2,2,3,2,2,3,5
Usuario1968,1,5,4,3,3,3,2,3,3,4
Usuario1969,4,2,5,1,3,4,4,4,1,4
Usuario1970,5,5,3,5,3,1,4,1,4,4
Usuario1971,4,5,3,3,3,2,4,1,2,4
Usuario1972,5,2,4,1,2,1,3,3,2,4
Usuario1973,1,5,3,5,4,4,3,1,4,1
Usuario1974,1,2,3,3,4,2,4,2,4,3
Usuario1975,5,2,4,2,5,3,4,5,1,2
Usuario1976,2,5,2,3,3,4,1,3,3,2
Usuario1977,5,2,2,3,4,1,1,3,3,3
Usuario1978,3,2,3,1,3,5,1,4,2,3
Usuario1979,5,2,4,5,5,1,5,2,4,5
Usuario1980,4,5,4,5,3,2,4,1,1,4
Usuario1981,5,5,3,5,2,1,2,1,5,2
Usuario1982,5,1,2,4,5,5,3,5,4,2
Usuario1983,2,3,4,3,1,4,4,1,4,5
Usuario1984,3,3,5,4,1,3,4,3,3,3
Usuario1985,5,1,4,5,5,4,3,5,1,4
Usuario1986,4,2,1,2,1,3,1,4,2,2
Usuario1987,2,5,1,2,5,1,4,2,3,4
Usuario1988,3,1,4,5,4,5,4,4,2,1
Usuario1989,2,3,2,2,2,4,1,1,1,1
Usuario1990,2,4,3,4,3,4,4,1,1,4
Usuario1991,4,4,2,4,2,1,1,2,4,4
Usuario1992,3,1,1,5,3,4,5,4,5,4
Usuario1993,4,4,5,2,4,1,4,5,2,1
Usuario1994,1,5,3,1,1,5,5,1,3,3
Usuario1995,2,5,5,5,4,2,2,3,4,5
Usuario1996,5,1,2,2,4,2,3,5,1,4
Usuario1997,5,2,5,1,4,5,1,5,3,3
Usuario1998,2,1,1,5,2,2,2,4,3,1
Usuario1999,3,5,4,5,4,1,5,3,5,4
Usuario2000,1,4,4,2,1,4,4,4,4,4
Usuario2001,2,5,1,1,3,3,4,5,4,2
Usuario2002,5,4,1,5,1,3,3,4,5,4
Usuario2003,2,4,2,5,5,4,4,4,1,1
Usuario2004,3,1,4,1,5,5,2,2,1,3
Usuario2005,5,5,1,1,1,4,4,4,4,1
Usuario2006,4,3,5,2,2,2,3,5,1,1
Usuario2007,1,5,4,5,3,3,5,2,5,3
Usuario2008,4,2,2,4,1,2,5,1,1,5
Usuario2009,4,5,3,2,2,1,4,2,3,3
Usuario2010,2,2,4,1,3,3,4,2,1,4
Usuario2011,3,3,4,3,5,4,2,2,4,1
Usuario2012,4,2,5,3,3,2,2,4,4,1
Usuario2013,2,4,2,2,4,5,2,2,4,3
Usuario2014,1,1,5,1,2,4,4,1,2,1
Usuario2015,1,4,5,1,1,5,3,5,4,2
Usuario2016,2,5,1,3,5,5,2,1,3,2
Usuario2017,4,5,5,2,1,1,5,3,2,4
Usuario2018,1,2,5,5,3,5,1,3,1,5
Usuario2019,4,4,4,2,2,5,3,5,2,3
Usuario2020,5,1,3,3,4,3,3,2,3,3
Usuario2021,2,1,3,3,3,4,1,2,5,3
Usuario2022,2,4,5,2,4,2,1,5,4,4
Usuario2023,1,1,5,3,5,1,5,5,5,5
Usuario2024,5,1,2,4,2,1,4,1,2,5
Usuario2025,2,4,4,1,5,2,3,1,3,5
Usuario2026,1,5,5,2,2,3,1,1,1,3
